artist;id;name;degree
Miles & Miles (4300570);4300570;Miles & Miles;4
Keanu Silva (9545626);9545626;Keanu Silva;4
OH MY GIRL (58272932);58272932;OH MY GIRL;4
Sylow (10290682);10290682;Sylow;4
Rotex (8722790);8722790;Rotex;4
Valleyz (12584480);12584480;Valleyz;4
CASP:R (11281842);11281842;CASP:R;4
Cyril M (6432066);6432066;Cyril M;4
Hoved (9032800);9032800;Hoved;4
Jon Paul (5130558);5130558;Jon Paul;4
Ariane Andrew (119406182);119406182;Ariane Andrew;4
Dillistone (6374958);6374958;Dillistone;4
Anthony Keyrouz (10661223);10661223;Anthony Keyrouz;4
Over Easy (13221571);13221571;Over Easy;4
Dario Rodriguez (4648666);4648666;Dario Rodriguez;4
Farfetch'd (10700339);10700339;Farfetch'd;4
Charming Horses (6332572);6332572;Charming Horses;4
Coopex (11263720);11263720;Coopex;4
Besomorph (7743172);7743172;Besomorph;4
offrami (61782422);61782422;offrami;4
Lotus (79981352);79981352;Lotus;4
Darius & Finlay (284922);284922;Darius & Finlay;4
Olli Vaa (68300662);68300662;Olli Vaa;4
Måns Zelmerlöw (251454);251454;Måns Zelmerlöw;4
Sebastian Fitzek (5904926);5904926;Sebastian Fitzek;4
Lena (7570782);7570782;Lena;4
Kojey Radical (8433588);8433588;Kojey Radical;4
Sarcastic Sounds (11598441);11598441;Sarcastic Sounds;4
Foster (117014802);117014802;Foster;4
Rxseboy (61725102);61725102;Rxseboy;4
Claudio Capéo (378751);378751;Claudio Capéo;4
Zoe Wees (70217372);70217372;Zoe Wees;4
Helene Fischer (215668);215668;Helene Fischer;4
Ward Thomas (5527338);5527338;Ward Thomas;4
Jason Zhang (94672);94672;Jason Zhang;4
Léa Paci (11273910);11273910;Léa Paci;4
Gerald Ko (4331103);4331103;Gerald Ko;4
Thomas Jack (4784389);4784389;Thomas Jack;4
Calum Scott (9811408);9811408;Calum Scott;4
Animal Trainer (350447);350447;Animal Trainer;4
J.U.D.G.E (7143567);7143567;J.U.D.G.E;4
Sabb (204266);204266;Sabb;4
Ilse DeLange (190);190;Ilse DeLange;4
Jan Plewka (320418);320418;Jan Plewka;4
Lifters (1614551);1614551;Lifters;4
Gigo'n'Migo (6059402);6059402;Gigo'n'Migo;4
Samantha Harvey (6944765);6944765;Samantha Harvey;4
Gugu Zulu (5095631);5095631;Gugu Zulu;4
ToTheMoon (46853482);46853482;ToTheMoon;4
Kool Savas (72038);72038;Kool Savas;4
Sam Fischer (7245316);7245316;Sam Fischer;4
Jonas Monar (11108798);11108798;Jonas Monar;4
Daniel Donskoy (57347652);57347652;Daniel Donskoy;4
YAENNIVER (140699632);140699632;YAENNIVER;4
Venus (1430);1430;Venus;4
SDP (69435);69435;SDP;4
Ray Dalton (4868195);4868195;Ray Dalton;4
Rahel (1103549);1103549;Rahel;4
Nessi (1111754);1111754;Nessi;4
Moritz Garth (7610654);7610654;Moritz Garth;4
Mimoza (4624190);4624190;Mimoza;4
Michael Schulte (817849);817849;Michael Schulte;4
Max Giesinger (1587666);1587666;Max Giesinger;4
Malik Harris (48912271);48912271;Malik Harris;4
Madeline Juno (5281878);5281878;Madeline Juno;4
Kamrad (12935927);12935927;Kamrad;4
Johannes Strate (1424537);1424537;Johannes Strate;4
Egon Werler (160849722);160849722;Egon Werler;4
Dikka (8977906);8977906;Dikka;4
Davina Michelle (12550742);12550742;Davina Michelle;4
Antje Schomaker (11427860);11427860;Antje Schomaker;4
Stefanie Heinzmann (75424);75424;Stefanie Heinzmann;4
Sasha (12396602);12396602;Sasha;4
Philipp Dittberner (6796671);6796671;Philipp Dittberner;4
Milow (96491);96491;Milow;4
LOTTE (12227054);12227054;LOTTE;4
Kelvin Jones (5570740);5570740;Kelvin Jones;4
KAYEF (4322111);4322111;KAYEF;4
Justin Jesso (13225825);13225825;Justin Jesso;4
Joris (519398);519398;Joris;4
Joel Brandenstein (5617908);5617908;Joel Brandenstein;4
Glasperlenspiel (1410720);1410720;Glasperlenspiel;4
Conor Byrne (8044943);8044943;Conor Byrne;4
Christina Stürmer (4884);4884;Christina Stürmer;4
Annett Louisan (8330);8330;Annett Louisan;4
Alexa Feser (6574069);6574069;Alexa Feser;4
Wier (12175630);12175630;Wier;4
Fred Baker (145934);145934;Fred Baker;4
M.I.K.E. Push (5812110);5812110;M.I.K.E. Push;4
Pierre Pienaar (301217);301217;Pierre Pienaar;4
Rebecca Louise Burch (5524064);5524064;Rebecca Louise Burch;4
Emanuele Braveri (4742195);4742195;Emanuele Braveri;4
Wayne Jackson (306588);306588;Wayne Jackson;4
Vega 4 (16584);16584;Vega 4;4
Danny Eaton (13435235);13435235;Danny Eaton;4
Vision X (1326202);1326202;Vision X;4
Steve Dekay (4574329);4574329;Steve Dekay;4
Alan Wyse (998822);998822;Alan Wyse;4
Shedona (15347789);15347789;Shedona;4
Saad Ayub (5171404);5171404;Saad Ayub;4
Tilt (15162);15162;Tilt;4
Lostly (4617678);4617678;Lostly;4
Adam Young (4174133);4174133;Adam Young;4
Jan Johnston (12806);12806;Jan Johnston;4
Hemstock & Jennings (107975);107975;Hemstock & Jennings;4
James Cottle (9920918);9920918;James Cottle;4
KINETICA (4984725);4984725;KINETICA;4
Jordan Suckley (382815);382815;Jordan Suckley;4
Eric Lumiere (712871);712871;Eric Lumiere;4
Gaelan (7110403);7110403;Gaelan;4
Ronald Van Gelderen (8876);8876;Ronald Van Gelderen;4
Shine (54669);54669;Shine;4
Elated (11951335);11951335;Elated;4
Chris Montana (168120);168120;Chris Montana;4
Jan Dzialek (179790777);179790777;Jan Dzialek;4
Austin Leeds (76527);76527;Austin Leeds;4
Plumb (8432);8432;Plumb;4
Vega4 (149080);149080;Vega4;4
Aly & Fila (283018);283018;Aly & Fila;4
Rea Garvey (146100);146100;Rea Garvey;4
Chris Bekker (1008233);1008233;Chris Bekker;4
Fuenka (9498128);9498128;Fuenka;4
Johnny McDaid (4407980);4407980;Johnny McDaid;4
Tricia McTeague (4721673);4721673;Tricia McTeague;4
MARK ETESON (262906);262906;MARK ETESON;4
Rafael Osmo (1360281);1360281;Rafael Osmo;4
Alex M.O.R.P.H. (132583);132583;Alex M.O.R.P.H.;4
Jennings (273585);273585;Jennings;4
Hemstock (1479902);1479902;Hemstock;4
Sue Mclaren (4174136);4174136;Sue Mclaren;4
Vincent Corver (11345622);11345622;Vincent Corver;4
Zomboy (1481809);1481809;Zomboy;4
CORSAK (49003211);49003211;CORSAK;4
Rachel Mac (132436632);132436632;Rachel Mac;4
Daniella Mason (5059436);5059436;Daniella Mason;4
Shania Twain (3134);3134;Shania Twain;4
Thunderstorm Artis (15197489);15197489;Thunderstorm Artis;4
Angel Haze (4026002);4026002;Angel Haze;4
Anna Maria Perez de Taglé (4592051);4592051;Anna Maria Perez de Taglé;4
Kevin Jonas (4568754);4568754;Kevin Jonas;4
Alyson Stoner (311748);311748;Alyson Stoner;4
Dreezy (4948859);4948859;Dreezy;4
Mick Jenkins (5944284);5944284;Mick Jenkins;4
Felix Brummer (4708856);4708856;Felix Brummer;4
BattleBoi Basti (4801915);4801915;BattleBoi Basti;4
Lazy Lizzard Gang (10601311);10601311;Lazy Lizzard Gang;4
Morlockk Dilemma (4372938);4372938;Morlockk Dilemma;4
Yilmaz (4950242);4950242;Yilmaz;4
Prinz Pi (12103);12103;Prinz Pi;4
FiNCH (13700433);13700433;FiNCH;4
Shneezin 257 (5012142);5012142;Shneezin 257;4
Dazzle (181357);181357;Dazzle;4
257ers (3575501);3575501;257ers;4
Basti DNP (8726462);8726462;Basti DNP;4
Prayamond (6574119);6574119;Prayamond;4
Timi Hendrix (5012143);5012143;Timi Hendrix;4
Esther Graf (64609012);64609012;Esther Graf;4
Swiss & Die Andern (6561881);6561881;Swiss & Die Andern;4
Swiss (404975);404975;Swiss;4
Sido (12039);12039;Sido;4
Elio (171739);171739;Elio;4
LEEBADA (15039661);15039661;LEEBADA;4
Jessica Agombar (6795745);6795745;Jessica Agombar;4
FooR (7134079);7134079;FooR;4
Mashd N Kutcher (7103269);7103269;Mashd N Kutcher;4
Kristine Blond x James Hype (13290449);13290449;Kristine Blond x James Hype;4
Kristine Blond (203129);203129;Kristine Blond;4
Jazzy (1145307);1145307;Jazzy;4
Belters Only (137734592);137734592;Belters Only;4
Dots Per Inch (5515789);5515789;Dots Per Inch;4
Ayak (1045069);1045069;Ayak;4
Tita Lau (4867800);4867800;Tita Lau;4
Miggy Dela Rosa (5368100);5368100;Miggy Dela Rosa;4
GoldLink (6043158);6043158;GoldLink;4
Eyelar (4996156);4996156;Eyelar;4
Moya (1331375);1331375;Moya;4
Noizu (11651043);11651043;Noizu;4
bshp (83499132);83499132;bshp;4
James Yuill (161891);161891;James Yuill;4
Dennis Ferrer (11536);11536;Dennis Ferrer;4
Eli & Fur (5372817);5372817;Eli & Fur;4
Andres Alzate (4758134);4758134;Andres Alzate;4
Florência (126944);126944;Florência;4
Shako (4173654);4173654;Shako;4
Moncas (12569908);12569908;Moncas;4
Maikel Delacalle (10149974);10149974;Maikel Delacalle;4
Alexis Play (4751722);4751722;Alexis Play;4
Maía (76856);76856;Maía;4
Herencia de Timbiqui (4382747);4382747;Herencia de Timbiqui;4
Martina La Peligrosa (6947323);6947323;Martina La Peligrosa;4
Mabiland (10242558);10242558;Mabiland;4
The Change (57357362);57357362;The Change;4
Marc Segui (50178832);50178832;Marc Segui;4
Paula Cendejas (7730718);7730718;Paula Cendejas;4
Gerardo Ortiz (468783);468783;Gerardo Ortiz;4
Santa Fe Klan (10816636);10816636;Santa Fe Klan;4
Carin Leon (14539467);14539467;Carin Leon;4
Andry Kiddos (97085592);97085592;Andry Kiddos;4
JonTheProducer (130313972);130313972;JonTheProducer;4
Christian Nodal (9763952);9763952;Christian Nodal;4
Micro TDH (12098828);12098828;Micro TDH;4
Brian Fallon (1973331);1973331;Brian Fallon;4
Phil Collen (250824);250824;Phil Collen;4
Mat Kearney (5310);5310;Mat Kearney;4
Thad Cockrell (298821);298821;Thad Cockrell;4
Maury (241835);241835;Maury;4
Iyaz (324002);324002;Iyaz;4
Ellee Duke (3888061);3888061;Ellee Duke;4
Tony T (1189048);1189048;Tony T;4
Jack Holiday (863218);863218;Jack Holiday;4
Farid Bang (363472);363472;Farid Bang;4
MASN (90488022);90488022;MASN;4
YBD Mak (105328702);105328702;YBD Mak;4
JJ (343640);343640;JJ;4
Shmoney (14544931);14544931;Shmoney;4
Vendetta (72898512);72898512;Vendetta;4
Ouija Macc (13840115);13840115;Ouija Macc;4
Janee (5903751);5903751;Janee;4
Jantine (10973542);10973542;Jantine;4
De Hofnar (5387928);5387928;De Hofnar;4
Ozark Henry (1235);1235;Ozark Henry;4
I AM L (11443876);11443876;I AM L;4
Adrien Toma (4430504);4430504;Adrien Toma;4
Addal (1405240);1405240;Addal;4
Felckin (14100417);14100417;Felckin;4
Marcus Layton (1710953);1710953;Marcus Layton;4
Susan H (11516503);11516503;Susan H;4
HIDDN (11384978);11384978;HIDDN;4
Jason Walker (297276);297276;Jason Walker;4
Solar State (11951847);11951847;Solar State;4
Romeo Blanco (2299771);2299771;Romeo Blanco;4
Lono (5849961);5849961;Lono;4
Madism (5167511);5167511;Madism;4
Siks (1091081);1091081;Siks;4
Soran (80516002);80516002;Soran;4
Cmc$ (7367150);7367150;Cmc$;4
Stone Van Brooken (5495074);5495074;Stone Van Brooken;4
Broken Back (5126564);5126564;Broken Back;4
Chiara Castelli (4696355);4696355;Chiara Castelli;4
Famba (9097498);9097498;Famba;4
Chris Burke (1100730);1100730;Chris Burke;4
Mastik Lickers (5384367);5384367;Mastik Lickers;4
Gabrielle Aplin (516830);516830;Gabrielle Aplin;4
Videoclub (51276942);51276942;Videoclub;4
Mattyeux (163940587);163940587;Mattyeux;4
Dainez (13077053);13077053;Dainez;4
Wolf Player (9377290);9377290;Wolf Player;4
Double MZK (63380002);63380002;Double MZK;4
Gannah (11261286);11261286;Gannah;4
Diskover (11449846);11449846;Diskover;4
Edson Faiolli (10128598);10128598;Edson Faiolli;4
Vicelow (153896);153896;Vicelow;4
Hot-Q (13992469);13992469;Hot-Q;4
 (10347106);10347106;;4
 (11923583);11923583;;4
VINNE & SoFly (13055145);13055145;VINNE & SoFly;4
VINNE (7866358);7866358;VINNE;4
Rhea Melvin (89850142);89850142;Rhea Melvin;4
Lorne (1032791);1032791;Lorne;4
Medina (9825128);9825128;Medina;4
Kiara Nelson (10380740);10380740;Kiara Nelson;4
White Apple Tree (391169);391169;White Apple Tree;4
Kyma (392775);392775;Kyma;4
Tom Thaler (5375707);5375707;Tom Thaler;4
GWYLO (5567847);5567847;GWYLO;4
YouNotUs (6573967);6573967;YouNotUs;4
D.Boom (65834792);65834792;D.Boom;4
Yann Lauren (14128257);14128257;Yann Lauren;4
Graham Candy, Yann Lauren & D.Boom (65834782);65834782;Graham Candy, Yann Lauren & D.Boom;4
Sarah Muldoon (8918436);8918436;Sarah Muldoon;4
Jesse Siebenberg (5386429);5386429;Jesse Siebenberg;4
Ilya Lagutenko (5266102);5266102;Ilya Lagutenko;4
MTRSS (109642842);109642842;MTRSS;4
Henri Purnell (9657274);9657274;Henri Purnell;4
Mokaby (12943353);12943353;Mokaby;4
MY PARADE (992372);992372;MY PARADE;4
Deepend (1511113);1511113;Deepend;4
Parov Stelar (3452);3452;Parov Stelar;4
Casper the Ghost (5896820);5896820;Casper the Ghost;4
FELIX SANDMAN (14193891);14193891;FELIX SANDMAN;4
Lucille Crew (7572550);7572550;Lucille Crew;4
Smash (79351);79351;Smash;4
Oceans (300536);300536;Oceans;4
Generdyn (5942032);5942032;Generdyn;4
Kendel Lester (12164196);12164196;Kendel Lester;4
TWENTYSOMETHING (50505352);50505352;TWENTYSOMETHING;4
Fire & Ice (15271);15271;Fire & Ice;4
Molly Svrcina (12179500);12179500;Molly Svrcina;4
Martin Fliegenschmidt (4431410);4431410;Martin Fliegenschmidt;4
Sebastian Dittrich (8541046);8541046;Sebastian Dittrich;4
Lucas Riemenschneider (52956282);52956282;Lucas Riemenschneider;4
Koni (4591706);4591706;Koni;4
MAN CUB (13226037);13226037;MAN CUB;4
Fancy Cars (10659959);10659959;Fancy Cars;4
N3WPORT (7191742);7191742;N3WPORT;4
Sansol the Artist (89606322);89606322;Sansol the Artist;4
Hulvey (52387242);52387242;Hulvey;4
Tauren Wells (4832422);4832422;Tauren Wells;4
Tommee Profitt (488613);488613;Tommee Profitt;4
UNSECRET (10342464);10342464;UNSECRET;4
Javiera Mena (331725);331725;Javiera Mena;4
Kevin Kaarl (53441822);53441822;Kevin Kaarl;4
Beny Jr (64519042);64519042;Beny Jr;4
Moncho Chavea (10961698);10961698;Moncho Chavea;4
NK (1110556);1110556;NK;4
La Ross Maria (95894172);95894172;La Ross Maria;4
Dave Mak (5454851);5454851;Dave Mak;4
Xofia (97310492);97310492;Xofia;4
Kalimba (6124);6124;Kalimba;4
Salgado (305737);305737;Salgado;4
Betty Blue (2812111);2812111;Betty Blue;4
Costi (112913);112913;Costi;4
Florin Salam (95107);95107;Florin Salam;4
Carlos Baute (13653);13653;Carlos Baute;4
Josele Junior (13661243);13661243;Josele Junior;4
Magic Juan (146397);146397;Magic Juan;4
Yago Roche (9919222);9919222;Yago Roche;4
Lafame (10628057);10628057;Lafame;4
Borja Rubio (1408429);1408429;Borja Rubio;4
Marcos Rodriguez (171955);171955;Marcos Rodriguez;4
Sete Sousa (12903625);12903625;Sete Sousa;4
Rangel (5231484);5231484;Rangel;4
Dumore (13495829);13495829;Dumore;4
ENVI (2661591);2661591;ENVI;4
BnK (80756);80756;BnK;4
Victor Magan (204291);204291;Victor Magan;4
Maite Perroni (3695081);3695081;Maite Perroni;4
Axel Muñiz (4700090);4700090;Axel Muñiz;4
Cuban Deejays (5362695);5362695;Cuban Deejays;4
Grupo Extra (519566);519566;Grupo Extra;4
Nyno Vargas (6785577);6785577;Nyno Vargas;4
Pasabordo (1200765);1200765;Pasabordo;4
María Isabel (6728);6728;María Isabel;4
Chema Rivas (61171302);61171302;Chema Rivas;4
Andre' Truth (55148502);55148502;Andre' Truth;4
Le Twins (4376851);4376851;Le Twins;4
Lennis Rodriguez (12196402);12196402;Lennis Rodriguez;4
RJ Word (8968908);8968908;RJ Word;4
Rich The Kid (4989034);4989034;Rich The Kid;4
Yasiris (14798303);14798303;Yasiris;4
Mohombie (58377812);58377812;Mohombie;4
Hyenas (7061797);7061797;Hyenas;4
Marielle Hazlo (9986660);9986660;Marielle Hazlo;4
Lena (56149);56149;Lena;4
Mr.vegas (1414291);1414291;Mr.vegas;4
Ana Guerra (364890);364890;Ana Guerra;4
Nelson Freitas (470802);470802;Nelson Freitas;4
Rasel (1413027);1413027;Rasel;4
Karetta el Gucci (15196207);15196207;Karetta el Gucci;4
Keen Levy (14328803);14328803;Keen Levy;4
Jose De Rico (893313);893313;Jose De Rico;4
David Dluna (149066982);149066982;David Dluna;4
3Tenores (183554487);183554487;3Tenores;4
Danny Romero (604873);604873;Danny Romero;4
Maki (210017);210017;Maki;4
Demarco Flamenco (9801076);9801076;Demarco Flamenco;4
Jessie Reyez (9262400);9262400;Jessie Reyez;4
DCS (101581);101581;DCS;4
Snova (10150322);10150322;Snova;4
YFN Lucci (7349332);7349332;YFN Lucci;4
La Baty Films (91615702);91615702;La Baty Films;4
Dj Pree (77219762);77219762;Dj Pree;4
Sr Mulato (12036988);12036988;Sr Mulato;4
Aston Maio (64362262);64362262;Aston Maio;4
Crikmanjam (8000046);8000046;Crikmanjam;4
Makkine Seven Golden (10148782);10148782;Makkine Seven Golden;4
cheche el yolis (74493852);74493852;cheche el yolis;4
Cocaine Beatz (5924845);5924845;Cocaine Beatz;4
Reis Belico (7683544);7683544;Reis Belico;4
Proof (87119652);87119652;Proof;4
Mikel (118993482);118993482;Mikel;4
Emmanuel Rosin (57808962);57808962;Emmanuel Rosin;4
blessed (52368562);52368562;blessed;4
Onyl (51670172);51670172;Onyl;4
Palma Productions (11401094);11401094;Palma Productions;4
Dbwoy (5245076);5245076;Dbwoy;4
Maycol Riddim (57808972);57808972;Maycol Riddim;4
Pineda (2576771);2576771;Pineda;4
Jotadejuan (99969172);99969172;Jotadejuan;4
Dj Goozo (810951);810951;Dj Goozo;4
Ronald El Killa (5550327);5550327;Ronald El Killa;4
Dani Y Magneto (8242302);8242302;Dani Y Magneto;4
Amaro (1065373);1065373;Amaro;4
Big Soto (11310104);11310104;Big Soto;4
Nath (58906);58906;Nath;4
Ovi (272654);272654;Ovi;4
Nanpa Básico (8675234);8675234;Nanpa Básico;4
ben3detti (112039022);112039022;ben3detti;4
Mackie (4419187);4419187;Mackie;4
Dj Maff (11284556);11284556;Dj Maff;4
Symon Dice (89832462);89832462;Symon Dice;4
El Clooy (146630172);146630172;El Clooy;4
Chikybombom La Pantera (12840795);12840795;Chikybombom La Pantera;4
Lil Mosey (13719947);13719947;Lil Mosey;4
Selena (5644);5644;Selena;4
Drew Seeley (247856);247856;Drew Seeley;4
BLACKPINK (10803980);10803980;BLACKPINK;4
Los Brasileros (10680837);10680837;Los Brasileros;4
funBABE (89142082);89142082;funBABE;4
Vegas (75631);75631;Vegas;4
Seakret (10866672);10866672;Seakret;4
MC Lil (11398750);11398750;MC Lil;4
Mc Lan (5150231);5150231;Mc Lan;4
MC WM (10935332);10935332;MC WM;4
DJ DL3 (11878655);11878655;DJ DL3;4
MC Menininho (11688775);11688775;MC Menininho;4
Mc 2k (5237402);5237402;Mc 2k;4
DJ Torricelli (12257972);12257972;DJ Torricelli;4
Jess Benevides (13363473);13363473;Jess Benevides;4
Pixote (147184);147184;Pixote;4
Di Propósito (12710203);12710203;Di Propósito;4
Ruxell (5886253);5886253;Ruxell;4
POCAH (66952022);66952022;POCAH;4
Descomplica (53183942);53183942;Descomplica;4
Mc Nando Dk (8403148);8403148;Mc Nando Dk;4
DJ Daniel (1293479);1293479;DJ Daniel;4
Bruninho & Davi (4596930);4596930;Bruninho & Davi;4
Lara Silva (85360022);85360022;Lara Silva;4
Bela Gus (95908562);95908562;Bela Gus;4
Francci (4655417);4655417;Francci;4
Letícia Hally (70079282);70079282;Letícia Hally;4
Dj Batata (379104);379104;Dj Batata;4
Grupo Envolvência (48955641);48955641;Grupo Envolvência;4
Velløn (70932412);70932412;Velløn;4
Raphael Siqueira (14387987);14387987;Raphael Siqueira;4
Francinne (7785494);7785494;Francinne;4
DG e Batidão Stronda (88835182);88835182;DG e Batidão Stronda;4
PK (398961);398961;PK;4
MC Ryan SP (49259572);49259572;MC Ryan SP;4
Mahmundi (5346954);5346954;Mahmundi;4
Ruby (13620);13620;Ruby;4
Malía (13476875);13476875;Malía;4
Mumuzinho (1646315);1646315;Mumuzinho;4
Michele Andrade (9357512);9357512;Michele Andrade;4
Delano (276228);276228;Delano;4
Mc W (8403128);8403128;Mc W;4
MC B (5055420);5055420;MC B;4
Clau (5138948);5138948;Clau;4
Maneva (5114288);5114288;Maneva;4
CPM 22 (13544);13544;CPM 22;4
Simone & Simaria (4542250);4542250;Simone & Simaria;4
Preto Show (7870688);7870688;Preto Show;4
Karol Conká (4649515);4649515;Karol Conká;4
Rebecca (49135961);49135961;Rebecca;4
ko:yu (10936642);10936642;ko:yu;4
Alesso (1188009);1188009;Alesso;4
Bianca (71518);71518;Bianca;4
MC Vigary (11878633);11878633;MC Vigary;4
WC no Beat (13025953);13025953;WC no Beat;4
DJ Yuri Martins (9054448);9054448;DJ Yuri Martins;4
Jhonny Lexus (4182362);4182362;Jhonny Lexus;4
El Mindo (55072542);55072542;El Mindo;4
Alejandro "Mosty" Patiño (6264400);6264400;Alejandro "Mosty" Patiño;4
Star Squad (8519726);8519726;Star Squad;4
Luke (13415499);13415499;Luke;4
House Pleasure (310042);310042;House Pleasure;4
Siddhartha Corsus (64687242);64687242;Siddhartha Corsus;4
Prem (362639);362639;Prem;4
Mooji Mala (54064252);54064252;Mooji Mala;4
Mukti Bird (108907082);108907082;Mukti Bird;4
Leebrian (14463839);14463839;Leebrian;4
Saël (81285);81285;Saël;4
Marchiano Markus (15368165);15368165;Marchiano Markus;4
CHXII (14226893);14226893;CHXII;4
Dayme y El High (8590800);8590800;Dayme y El High;4
Exotic Music (1167566);1167566;Exotic Music;4
Bayron C (149543342);149543342;Bayron C;4
Saga WhiteBlack (8081051);8081051;Saga WhiteBlack;4
Ancizar (7734992);7734992;Ancizar;4
Altafulla (5609954);5609954;Altafulla;4
Hot Leche (14698827);14698827;Hot Leche;4
Homie ! (48803961);48803961;Homie !;4
Jd Music (10934404);10934404;Jd Music;4
Df Xclusive (60685202);60685202;Df Xclusive;4
Ricky C (1683487);1683487;Ricky C;4
Jesda (51884002);51884002;Jesda;4
Dylan Fuentes (14494449);14494449;Dylan Fuentes;4
Curvelo James (9412630);9412630;Curvelo James;4
Lil Eish (49134061);49134061;Lil Eish;4
Kapla y Miky (13366833);13366833;Kapla y Miky;4
Jey D (7988830);7988830;Jey D;4
DJ Kish (10102076);10102076;DJ Kish;4
MC Piri (8487960);8487960;MC Piri;4
