artist;id;name;degree
Ferrara (2567011);2567011;Ferrara;4
Brooklyn Music (55077112);55077112;Brooklyn Music;4
Annya (15219185);15219185;Annya;4
Teyou (14131009);14131009;Teyou;4
Cande Angulo (162828117);162828117;Cande Angulo;4
Carolina Yuste (103334512);103334512;Carolina Yuste;4
Dollar Selmouni (56877932);56877932;Dollar Selmouni;4
Charlotte Haining (4714123);4714123;Charlotte Haining;4
Roniit (1447934);1447934;Roniit;4
Varien (1931331);1931331;Varien;4
Last Heroes (9712344);9712344;Last Heroes;4
Tyler Graves (12188750);12188750;Tyler Graves;4
Gem & Tauri (106748632);106748632;Gem & Tauri;4
Connor Zwetsch (5498768);5498768;Connor Zwetsch;4
Selah Ford (8868822);8868822;Selah Ford;4
Casey Cook (5410054);5410054;Casey Cook;4
Woodlock (4538697);4538697;Woodlock;4
fakelife (74211572);74211572;fakelife;4
Amistat (6916509);6916509;Amistat;4
Monika Santucci (6373724);6373724;Monika Santucci;4
RØRY (49671172);49671172;RØRY;4
Amidy (7613338);7613338;Amidy;4
Julianne Hope (55580032);55580032;Julianne Hope;4
Isaac Warburton (90558302);90558302;Isaac Warburton;4
RBBTS (12264034);12264034;RBBTS;4
Blanke (5846422);5846422;Blanke;4
Trivecta, Miyoki (10748472);10748472;Trivecta, Miyoki;4
Miyoki (5356674);5356674;Miyoki;4
Allegra (150559);150559;Allegra;4
Lev (4349564);4349564;Lev;4
Aria (118935);118935;Aria;4
Local (427139);427139;Local;4
Window Kid (10510431);10510431;Window Kid;4
Zero (54926);54926;Zero;4
Kono Vidovich (5499948);5499948;Kono Vidovich;4
Tom Rain (5499947);5499947;Tom Rain;4
Ivan Starzev (1587792);1587792;Ivan Starzev;4
Hugobeat (7671136);7671136;Hugobeat;4
Sandor Gavin (820344);820344;Sandor Gavin;4
Casey (210355);210355;Casey;4
Andrey Exx (4721875);4721875;Andrey Exx;4
Max Vertigo (1347515);1347515;Max Vertigo;4
Slipenberg (1695204);1695204;Slipenberg;4
Manny Cole (9018102);9018102;Manny Cole;4
JazzyFunk (4933674);4933674;JazzyFunk;4
Hot Sand (4046422);4046422;Hot Sand;4
FRENSHIP (5145267);5145267;FRENSHIP;4
OSTON (55826432);55826432;OSTON;4
Bodie (662700);662700;Bodie;4
bodie & gnash (107888472);107888472;bodie & gnash;4
Vancouver Sleep Clinic (5057355);5057355;Vancouver Sleep Clinic;4
adam&steve (54205562);54205562;adam&steve;4
SlimDan (82010272);82010272;SlimDan;4
Scott Helman (6004782);6004782;Scott Helman;4
Buddy (71867492);71867492;Buddy;4
Liphemra (7652040);7652040;Liphemra;4
Alt Bloom (66766022);66766022;Alt Bloom;4
DENM (9958830);9958830;DENM;4
rosabelle eales (11418274);11418274;rosabelle eales;4
Kyd the Band (12726339);12726339;Kyd the Band;4
Mark Johns (3265661);3265661;Mark Johns;4
Sad Alex (4945831);4945831;Sad Alex;4
Annika Wells (12963299);12963299;Annika Wells;4
Julius (178315);178315;Julius;4
Wrenn (5624221);5624221;Wrenn;4
 (4902146);4902146;;4
BEN ABRAHAM (513210);513210;BEN ABRAHAM;4
Ludmila Mendez (13965499);13965499;Ludmila Mendez;4
Garrett Nash (9420568);9420568;Garrett Nash;4
Frank Walker (4471592);4471592;Frank Walker;4
Nina Nicole (51802792);51802792;Nina Nicole;4
Masta Steele (480132);480132;Masta Steele;4
Caleb Hearn (49071641);49071641;Caleb Hearn;4
Bexar (11289978);11289978;Bexar;4
Declan J Donovan (12002184);12002184;Declan J Donovan;4
Rosie Darling (12889189);12889189;Rosie Darling;4
Roan Ash (14274863);14274863;Roan Ash;4
Lauren Daigle (5265504);5265504;Lauren Daigle;4
Cavego (1571668);1571668;Cavego;4
Daniels (4142886);4142886;Daniels;4
Nateur (11191940);11191940;Nateur;4
Zookëper (9487680);9487680;Zookëper;4
Yreane (541148);541148;Yreane;4
Ricky Remedy (5967546);5967546;Ricky Remedy;4
Kelsea Ballerini (6004814);6004814;Kelsea Ballerini;4
Rosie (394743);394743;Rosie;4
Texas Bluesmen / Joe Jonas / Mighty Paul Young (7815170);7815170;Texas Bluesmen / Joe Jonas / Mighty Paul Young;4
Mighty Paul Young (7815168);7815168;Mighty Paul Young;4
Texas Bluesmen (7815154);7815154;Texas Bluesmen;4
lil aaron (11385340);11385340;lil aaron;4
KIM KYU JONG (1492538);1492538;KIM KYU JONG;4
NAEUN (70403512);70403512;NAEUN;4
Kwon Soon Il (11576163);11576163;Kwon Soon Il;4
WENDY (15068639);15068639;WENDY;4
Tablo (179740);179740;Tablo;4
Sarah Barrios (53250832);53250832;Sarah Barrios;4
Ni/Co (15329281);15329281;Ni/Co;4
Wolf (97328);97328;Wolf;4
Blaze Johnson Jr. (5196394);5196394;Blaze Johnson Jr.;4
 (894608);894608;;4
 (86960732);86960732;;4
Two Friends (583674);583674;Two Friends;4
Youngr (7885844);7885844;Youngr;4
Kingsbury (1134028);1134028;Kingsbury;4
Dean Cohen (1455967);1455967;Dean Cohen;4
Mushroom People (11325392);11325392;Mushroom People;4
Durqa (117487072);117487072;Durqa;4
XYLØ (7575794);7575794;XYLØ;4
Louis Fulton (10478725);10478725;Louis Fulton;4
Jason Gaffner (7915242);7915242;Jason Gaffner;4
Kill Them With Colour (7989216);7989216;Kill Them With Colour;4
Khary (10260150);10260150;Khary;4
Lege Kale (8000926);8000926;Lege Kale;4
Kuur (12957805);12957805;Kuur;4
Jacquie (5152398);5152398;Jacquie;4
slenderbodies (12191274);12191274;slenderbodies;4
ShaqIsDope (7309140);7309140;ShaqIsDope;4
IHF (11288384);11288384;IHF;4
Topaz Jones (10674409);10674409;Topaz Jones;4
Pink Slip (6363312);6363312;Pink Slip;4
Zeke Finn (9554020);9554020;Zeke Finn;4
Terry Presume (57493642);57493642;Terry Presume;4
Marcellus Juvann (9196084);9196084;Marcellus Juvann;4
Kidswaste (8033601);8033601;Kidswaste;4
Sublime with Rome (389852);389852;Sublime with Rome;4
FKYA (10951848);10951848;FKYA;4
Jetta (4362669);4362669;Jetta;4
Winslow Bright (1364339);1364339;Winslow Bright;4
ØZI (13617563);13617563;ØZI;4
starRo (1189058);1189058;starRo;4
King Arthur (817042);817042;King Arthur;4
New Mystics (11590513);11590513;New Mystics;4
Maths Time Joy (5511136);5511136;Maths Time Joy;4
Møme (5542423);5542423;Møme;4
Caly Bevier (15273537);15273537;Caly Bevier;4
Geneva White (11668639);11668639;Geneva White;4
Big Data (4522505);4522505;Big Data;4
Skott (10503413);10503413;Skott;4
Aftershock (AUS), Ryan Riback (11774505);11774505;Aftershock (AUS), Ryan Riback;4
Aftershock (AUS) (6117136);6117136;Aftershock (AUS);4
LowKiss, Ryan Riback (4333493);4333493;LowKiss, Ryan Riback;4
Jared Marston (7395572);7395572;Jared Marston;4
Alice Gray (12845861);12845861;Alice Gray;4
Ryan Riback, LOWKISS (5359265);5359265;Ryan Riback, LOWKISS;4
LowKiss, Ryan Riback, Treyy G (7960724);7960724;LowKiss, Ryan Riback, Treyy G;4
Tom Piper (310380);310380;Tom Piper;4
Stef Cima (6518157);6518157;Stef Cima;4
Olivia Noelle (5939164);5939164;Olivia Noelle;4
Alina Baraz (5404060);5404060;Alina Baraz;4
Iselin (1672044);1672044;Iselin;4
IYES (5317056);5317056;IYES;4
Ryan Riback vs LOWKISS (11783929);11783929;Ryan Riback vs LOWKISS;4
Dotter (5329036);5329036;Dotter;4
some chick (12659107);12659107;some chick;4
Ryan Riback vs LOWKISS, Treyy G (12908395);12908395;Ryan Riback vs LOWKISS, Treyy G;4
Treyy G (4870560);4870560;Treyy G;4
LowKiss (1216807);1216807;LowKiss;4
RYANN (1586572);1586572;RYANN;4
Sunset City (4519961);4519961;Sunset City;4
REED (1317179);1317179;REED;4
Camilia (9107358);9107358;Camilia;4
Allison Park (2470971);2470971;Allison Park;4
La James (11505603);11505603;La James;4
Maylyn (51740032);51740032;Maylyn;4
's (5854931);5854931;'s;4
DJ Skillmaster (1212620);1212620;DJ Skillmaster;4
Dani Galenda (5060450);5060450;Dani Galenda;4
Robotronika (11559043);11559043;Robotronika;4
WTDJ (4592275);4592275;WTDJ;4
Eleze (293459);293459;Eleze;4
Pulsedriver (772);772;Pulsedriver;4
Starwoodz (55068362);55068362;Starwoodz;4
HK (114112022);114112022;HK;4
Mildenhaus (91704312);91704312;Mildenhaus;4
Le Pedre (12160342);12160342;Le Pedre;4
Fragma (8238);8238;Fragma;4
Muttonhead (5970198);5970198;Muttonhead;4
Da Fresh (6655);6655;Da Fresh;4
Vic Tall (147760322);147760322;Vic Tall;4
Scorch (FRA) (92060852);92060852;Scorch (FRA);4
A Girl and A Gun, Quaver (3998681);3998681;A Girl and A Gun, Quaver;4
Quaver (1548426);1548426;Quaver;4
A Girl And A Gun, Cool Project, Headrum, Mashur (11749705);11749705;A Girl And A Gun, Cool Project, Headrum, Mashur;4
Mashur (1034196);1034196;Mashur;4
Headrum (5314556);5314556;Headrum;4
Cool Project (1200343);1200343;Cool Project;4
A Girl and A Gun, Gerra G. (3999101);3999101;A Girl and A Gun, Gerra G.;4
Gerra G. (4036797);4036797;Gerra G.;4
Az-Ra (14983675);14983675;Az-Ra;4
Jerry Bewley (8560294);8560294;Jerry Bewley;4
Mylo (579);579;Mylo;4
The Suri, Anuta, Babongo Tribes (85633112);85633112;The Suri, Anuta, Babongo Tribes;4
Toscadisco (7681012);7681012;Toscadisco;4
Yotam Avni (793572);793572;Yotam Avni;4
Cath Coffey (4507493);4507493;Cath Coffey;4
Steven Jones (1174552);1174552;Steven Jones;4
Megablast (11366);11366;Megablast;4
Junket (4361612);4361612;Junket;4
Literatura (88288222);88288222;Literatura;4
Kadosh (IL) (104355422);104355422;Kadosh (IL);4
 (7008205);7008205;;4
 (51869252);51869252;;4
 (472793);472793;;4
 (9693076);9693076;;4
 (373227);373227;;4
 (1170052);1170052;;4
Zhana (1211053);1211053;Zhana;4
Milk & Sugar (9961);9961;Milk & Sugar;4
BlackTwins (10303356);10303356;BlackTwins;4
Ben Smethurst (14917163);14917163;Ben Smethurst;4
Charlotte Small (8145644);8145644;Charlotte Small;4
DJ Q (367754);367754;DJ Q;4
SuSu Bobien (369981);369981;SuSu Bobien;4
Julian Back (124009792);124009792;Julian Back;4
Sebastian Creeps (73834032);73834032;Sebastian Creeps;4
Georgie Porgie (1334080);1334080;Georgie Porgie;4
Plaster Hands (12123188);12123188;Plaster Hands;4
Barbara Tucker and DJ Spen (13431621);13431621;Barbara Tucker and DJ Spen;4
Super Lover (1656783);1656783;Super Lover;4
Darryl D'Bonneau (165280);165280;Darryl D'Bonneau;4
Michael Gray (5692);5692;Michael Gray;4
UDAUFL (1255526);1255526;UDAUFL;4
Blaze (11845);11845;Blaze;4
RLP (1454745);1454745;RLP;4
Maeva Borzakian (7575308);7575308;Maeva Borzakian;4
Lila Salet (7550620);7550620;Lila Salet;4
Ed Motta (15395);15395;Ed Motta;4
Sabrina Adnane (6691959);6691959;Sabrina Adnane;4
Ethel Lindsey (5719107);5719107;Ethel Lindsey;4
Anggun (4014);4014;Anggun;4
Dawen (4987986);4987986;Dawen;4
Saule (57390);57390;Saule;4
Benoît Dorémus (242077);242077;Benoît Dorémus;4
Albin de la Simone (4356);4356;Albin de la Simone;4
Valentin Marceau (3217061);3217061;Valentin Marceau;4
Hanna (16757);16757;Hanna;4
Marc Aymon (4016028);4016028;Marc Aymon;4
Axel Bauer (2235);2235;Axel Bauer;4
Roland Romanelli (98052);98052;Roland Romanelli;4
Lola Dubini (13274189);13274189;Lola Dubini;4
Camille Lou (4422340);4422340;Camille Lou;4
Al.Hy (4507030);4507030;Al.Hy;4
Christophe Willem (11972);11972;Christophe Willem;4
Olympe (4397047);4397047;Olympe;4
Tibz (5645111);5645111;Tibz;4
Mike Ibrahim (90870);90870;Mike Ibrahim;4
ZAZ (71069);71069;ZAZ;4
Thomas Dutronc (17224);17224;Thomas Dutronc;4
Renan Luce (14015);14015;Renan Luce;4
Rose (12131);12131;Rose;4
Christophe Maé (11907);11907;Christophe Maé;4
Jeanne Cherhal (1308);1308;Jeanne Cherhal;4
Nolwenn Leroy (917);917;Nolwenn Leroy;4
Tété (1137);1137;Tété;4
Vianney (5835993);5835993;Vianney;4
Anna Lunoe (794408);794408;Anna Lunoe;4
Madeline Puckette (1180548);1180548;Madeline Puckette;4
Jamar (4927352);4927352;Jamar;4
Cubanis (1449943);1449943;Cubanis;4
Maxim (75742);75742;Maxim;4
Dem Slackers (436178);436178;Dem Slackers;4
Lusha, Ze! (1588190);1588190;Lusha, Ze!;4
Lusha (1275912);1275912;Lusha;4
FilthyGeeks (4541488);4541488;FilthyGeeks;4
PvssyCat (76892642);76892642;PvssyCat;4
Marvin Aloys (4366956);4366956;Marvin Aloys;4
Bronx Cheer (1677055);1677055;Bronx Cheer;4
Nikos Diamantopoulos (168615);168615;Nikos Diamantopoulos;4
Dave Mayer (444606);444606;Dave Mayer;4
Steve Radosavac (5621516);5621516;Steve Radosavac;4
Shawn Michaels (651753);651753;Shawn Michaels;4
Tocadisco (11128);11128;Tocadisco;4
Antonello Coghe (505932);505932;Antonello Coghe;4
Sante Sansone & DJ Roland Clark (14118307);14118307;Sante Sansone & DJ Roland Clark;4
 (5174872);5174872;;4
Paolo Martini (131084);131084;Paolo Martini;4
Paul C (132215);132215;Paul C;4
DJ Roland Clark, Paul C & Paolo Martini (14074677);14074677;DJ Roland Clark, Paul C & Paolo Martini;4
The Montanas (1185825);1185825;The Montanas;4
Daxr (5330168);5330168;Daxr;4
Chuck Preston (10578521);10578521;Chuck Preston;4
Greg Kercia (10328174);10328174;Greg Kercia;4
Ridwello, Greg Kercia (12353034);12353034;Ridwello, Greg Kercia;4
Charlie Sputnik (5114668);5114668;Charlie Sputnik;4
Jay Style (566200);566200;Jay Style;4
Cee ElAssaad (4912844);4912844;Cee ElAssaad;4
AJourneyOfMilez (93754782);93754782;AJourneyOfMilez;4
Arking (5224995);5224995;Arking;4
Ozner (52380372);52380372;Ozner;4
ALS Bz (88030912);88030912;ALS Bz;4
L'Apache (14564075);14564075;L'Apache;4
MBO (3258321);3258321;MBO;4
Les Insoumis d'HEIP (156279092);156279092;Les Insoumis d'HEIP;4
meister (3135);3135;meister;4
M. Robinson (4490933);4490933;M. Robinson;4
Sahara (74025);74025;Sahara;4
Nicky P (522140);522140;Nicky P;4
Johnny (158243);158243;Johnny;4
Mr Shammi (327794);327794;Mr Shammi;4
Liquid People (10107);10107;Liquid People;4
J. Mi Sissoko (10766022);10766022;J. Mi Sissoko;4
Ben Onono (10557);10557;Ben Onono;4
Hot Rod (84639372);84639372;Hot Rod;4
Vybrate (1352065);1352065;Vybrate;4
Cece Rogers (1261461);1261461;Cece Rogers;4
Masaka Kids Africana (14238725);14238725;Masaka Kids Africana;4
Gilbere Forte (550812);550812;Gilbere Forte;4
Sophie Ellis Bextor (304252);304252;Sophie Ellis Bextor;4
 (6185);6185;;4
Dawn Tallman (57447);57447;Dawn Tallman;4
Giselle Amelunge (78777252);78777252;Giselle Amelunge;4
The Supermen Lovers (153394);153394;The Supermen Lovers;4
Sly & Robbie (93256);93256;Sly & Robbie;4
Kee (422516);422516;Kee;4
Raffaella Carrà (77282);77282;Raffaella Carrà;4
Fireball (74998);74998;Fireball;4
Bob Sinclair (464124);464124;Bob Sinclair;4
Gary Pine (4417238);4417238;Gary Pine;4
Molly Hammar (14706921);14706921;Molly Hammar;4
Steve Edwards (174338);174338;Steve Edwards;4
NYV (7547706);7547706;NYV;4
Makedah (1193615);1193615;Makedah;4
Dollarman (1235750);1235750;Dollarman;4
Cutee B. (85976);85976;Cutee B.;4
Enkryption (6740825);6740825;Enkryption;4
Basement Jaxx (795);795;Basement Jaxx;4
Marley Marl, Roxanne Shante (79901402);79901402;Marley Marl, Roxanne Shante;4
Marley Marl (371203);371203;Marley Marl;4
Mekon (12309);12309;Mekon;4
White & Spirit (159795);159795;White & Spirit;4
Hatiras, Messinian (11783619);11783619;Hatiras, Messinian;4
Messinian (411364);411364;Messinian;4
Olav Basoski (7784);7784;Olav Basoski;4
Nom De Strip (603752);603752;Nom De Strip;4
Will Bailey (151619);151619;Will Bailey;4
Per QX (176858);176858;Per QX;4
Sammy Deuce (14932375);14932375;Sammy Deuce;4
Trice Be (8442204);8442204;Trice Be;4
Brett Rubin (6738509);6738509;Brett Rubin;4
Travis Emmons (465677);465677;Travis Emmons;4
Vincent Caira (12051406);12051406;Vincent Caira;4
Black Tantra (10812052);10812052;Black Tantra;4
Lee Wilson (295392);295392;Lee Wilson;4
Andy Reid (4091669);4091669;Andy Reid;4
Hatiras, Andy Reid, Lee Wilson (56506082);56506082;Hatiras, Andy Reid, Lee Wilson;4
Babert (247119);247119;Babert;4
Vandal (215273);215273;Vandal;4
Stanton Warriors (15619);15619;Stanton Warriors;4
Elite Force (16116);16116;Elite Force;4
Angelo Ferreri (1048947);1048947;Angelo Ferreri;4
Low Steppa (4657253);4657253;Low Steppa;4
Slarta John (4020744);4020744;Slarta John;4
Hartzon (5349556);5349556;Hartzon;4
Arianna (242480);242480;Arianna;4
Fran Garro (5334493);5334493;Fran Garro;4
Osmani Garcia “La Voz” (14139837);14139837;Osmani Garcia “La Voz”;4
Michael Kahn (81526302);81526302;Michael Kahn;4
Brisco (554407);554407;Brisco;4
Georgi Kay (4443952);4443952;Georgi Kay;4
Nategawd (9105564);9105564;Nategawd;4
Senhit (5823173);5823173;Senhit;4
99 Percent (5375966);5375966;99 Percent;4
Fitz (394745);394745;Fitz;4
Skytech (440006);440006;Skytech;4
Tom Martin (362039);362039;Tom Martin;4
Wynter (4431611);4431611;Wynter;4
Lookas (5651090);5651090;Lookas;4
Verdine White (4421517);4421517;Verdine White;4
Patrick Stump (1194715);1194715;Patrick Stump;4
Hello August (13954243);13954243;Hello August;4
Jason Mraz (4011);4011;Jason Mraz;4
The Summer Set (390116);390116;The Summer Set;4
Brian Wilson (10696);10696;Brian Wilson;4
Sturgill Simpson (4044591);4044591;Sturgill Simpson;4
Iggy Pop (868);868;Iggy Pop;4
Eagles of Death Metal (5508);5508;Eagles of Death Metal;4
3OH!3 (74882);74882;3OH!3;4
The Dap-Kings Horns (5795446);5795446;The Dap-Kings Horns;4
LXI (5592788);5592788;LXI;4
Tanika (4555633);4555633;Tanika;4
The Chuckle Brothers (6919193);6919193;The Chuckle Brothers;4
Donae'o (174344);174344;Donae'o;4
Chipmunk (75053);75053;Chipmunk;4
Tanya Lacey (1473832);1473832;Tanya Lacey;4
JME (79950812);79950812;JME;4
Amelle (4816338);4816338;Amelle;4
Goldfingers (1257609);1257609;Goldfingers;4
KidNyce (7687490);7687490;KidNyce;4
Jayo Felony (15035);15035;Jayo Felony;4
Roscoe (74507042);74507042;Roscoe;4
Chella H (4750166);4750166;Chella H;4
Cold Hard of Crucial Conflict (7772424);7772424;Cold Hard of Crucial Conflict;4
Bandman Kevo (5057377);5057377;Bandman Kevo;4
Stunt Taylor (5395315);5395315;Stunt Taylor;4
Avant (798);798;Avant;4
Shanda Denyce (10961122);10961122;Shanda Denyce;4
Willie Taylor (4379031);4379031;Willie Taylor;4
Shareefa (5844);5844;Shareefa;4
Buddy Guy (8680);8680;Buddy Guy;4
8-Ball & MJG (317983);317983;8-Ball & MJG;4
Ms. Thing (181116);181116;Ms. Thing;4
Dutch & Spade (5032901);5032901;Dutch & Spade;4
Manny Fresh (5405846);5405846;Manny Fresh;4
Musicologo Y Menes (4811119);4811119;Musicologo Y Menes;4
Yuriel Es Musica (60685222);60685222;Yuriel Es Musica;4
Steve Russell (556101);556101;Steve Russell;4
Tamar Braxton (4315158);4315158;Tamar Braxton;4
Iam Astro (116741592);116741592;Iam Astro;4
Mr. Tan (4509851);4509851;Mr. Tan;4
Case (155309);155309;Case;4
R.L. (1100394);1100394;R.L.;4
Twhy Xclusive (10252384);10252384;Twhy Xclusive;4
Fabian Mazur (5488285);5488285;Fabian Mazur;4
Lord Quest (10093402);10093402;Lord Quest;4
Solange Knowles (383038);383038;Solange Knowles;4
Lil Playy (1677203);1677203;Lil Playy;4
Joe Budden (764);764;Joe Budden;4
NFL (454335);454335;NFL;4
Kevin Cossom (203185);203185;Kevin Cossom;4
Sean P (1145384);1145384;Sean P;4
Sean P. (4457020);4457020;Sean P.;4
Travis McCoy (400455);400455;Travis McCoy;4
Michelle (5645);5645;Michelle;4
The WAV.s (4432532);4432532;The WAV.s;4
EvE (52363262);52363262;EvE;4
C4 Musiq (12681993);12681993;C4 Musiq;4
Tay Sixty (70515902);70515902;Tay Sixty;4
Payroll Giovanni (5477590);5477590;Payroll Giovanni;4
Ball Greezy (6398522);6398522;Ball Greezy;4
Scrilla (1441424);1441424;Scrilla;4
Noah Scharf (13109491);13109491;Noah Scharf;4
Game (189218);189218;Game;4
Lana Grace (11731919);11731919;Lana Grace;4
Tamika Mallory (96596232);96596232;Tamika Mallory;4
Bankroll Fresh (5808785);5808785;Bankroll Fresh;4
Bizarre (7341);7341;Bizarre;4
Mouche (4976840);4976840;Mouche;4
UGK (387168);387168;UGK;4
Bosko (1115333);1115333;Bosko;4
Jai Paul (1213382);1213382;Jai Paul;4
Bubba Sparxxx (2661);2661;Bubba Sparxxx;4
Scotty ATL (5240795);5240795;Scotty ATL;4
RENEGADE EL REY (5358095);5358095;RENEGADE EL REY;4
Wavves (167640);167640;Wavves;4
Tre Luce (4978441);4978441;Tre Luce;4
KAY-I (62181582);62181582;KAY-I;4
Sam Chris (4983060);4983060;Sam Chris;4
Scar (178365);178365;Scar;4
Vonnegutt (408520);408520;Vonnegutt;4
Troze (10733166);10733166;Troze;4
Khujo Goodie (510645);510645;Khujo Goodie;4
Cutty (74803);74803;Cutty;4
Yung Scopp (58370022);58370022;Yung Scopp;4
Tevin Christian (50428032);50428032;Tevin Christian;4
Cillobomba (10163672);10163672;Cillobomba;4
Baby, Kilo G (4169360);4169360;Baby, Kilo G;4
Kilo G (112428);112428;Kilo G;4
Yung Wun (1399812);1399812;Yung Wun;4
Magnolia Chop (1229540);1229540;Magnolia Chop;4
C_XiX (10163664);10163664;C_XiX;4
Sir Oliver Skardy (2894401);2894401;Sir Oliver Skardy;4
Mateo (116344122);116344122;Mateo;4
IZENZÊÊ (71328202);71328202;IZENZÊÊ;4
Danilo Cutrim (4636635);4636635;Danilo Cutrim;4
Freeman (72481992);72481992;Freeman;4
Jota.pê (10175344);10175344;Jota.pê;4
Luê (4505733);4505733;Luê;4
Young Cash (1258362);1258362;Young Cash;4
Trae (115788);115788;Trae;4
OG Ron C (99523);99523;OG Ron C;4
ArransCheese (122387852);122387852;ArransCheese;4
Constantine Maroulis (427479);427479;Constantine Maroulis;4
Smif-N-Wessun (64668);64668;Smif-N-Wessun;4
K-Ci Hailey (4573304);4573304;K-Ci Hailey;4
Julianne Hough (74358);74358;Julianne Hough;4
Brook Lynn (201023);201023;Brook Lynn;4
George Benson (4029);4029;George Benson;4
Tommy Theo (79825062);79825062;Tommy Theo;4
Waze & Odyssey (1604018);1604018;Waze & Odyssey;4
Sam Rockwell (1045655);1045655;Sam Rockwell;4
Rachel Bloom (4774857);4774857;Rachel Bloom;4
Prince Charlez (4983071);4983071;Prince Charlez;4
Crystal Nicole (1677132);1677132;Crystal Nicole;4
MIKExANGEL (12179510);12179510;MIKExANGEL;4
Chisanity (7955070);7955070;Chisanity;4
Kevin "Chocolate Droppa" Hart (11045098);11045098;Kevin "Chocolate Droppa" Hart;4
Trey Songz (Feat. MIKExANGEL, Dave East) (10250122);10250122;Trey Songz (Feat. MIKExANGEL, Dave East);4
Petra (10923460);10923460;Petra;4
King Kanja (9972400);9972400;King Kanja;4
Santos Silva (7834498);7834498;Santos Silva;4
Zanman Trippin (13997967);13997967;Zanman Trippin;4
Smoke (177090);177090;Smoke;4
Kasino (455135);455135;Kasino;4
Big Stan (199318);199318;Big Stan;4
Loose (161457872);161457872;Loose;4
Kasseem Dean (4432528);4432528;Kasseem Dean;4
Mase (5814);5814;Mase;4
Westside Gunn (8323782);8323782;Westside Gunn;4
Brian King Joseph (9926750);9926750;Brian King Joseph;4
Judakiss (5320063);5320063;Judakiss;4
Val (327347);327347;Val;4
Magic (119709);119709;Magic;4
dEnAuN (5611740);5611740;dEnAuN;4
Exodus Simmons (133690372);133690372;Exodus Simmons;4
Regina Bell (1616240);1616240;Regina Bell;4
Stephanie Mills (9991);9991;Stephanie Mills;4
Canibus (96892);96892;Canibus;4
Erick Sermon, LL Cool J, Method Man, Redman, DMX, Canibus, Master P (59172402);59172402;Erick Sermon, LL Cool J, Method Man, Redman, DMX, Canibus, Master P;4
Dyme (4861793);4861793;Dyme;4
Chinky (4498713);4498713;Chinky;4
Infa-Red & Cross (4503815);4503815;Infa-Red & Cross;4
Sisqó (2367);2367;Sisqó;4
A.I. Kitty (161602942);161602942;A.I. Kitty;4
Lil' Bing (131214252);131214252;Lil' Bing;4
Grimm (80227772);80227772;Grimm;4
Low G (1010985);1010985;Low G;4
Happy P (5554733);5554733;Happy P;4
Baby Beesh (325222);325222;Baby Beesh;4
Dum Dum (303156);303156;Dum Dum;4
 (10766);10766;;4
Uncle Skrimp (181855387);181855387;Uncle Skrimp;4
niko la glock (174133327);174133327;niko la glock;4
Josesito 23 (170457297);170457297;Josesito 23;4
Ginette Reno (423927);423927;Ginette Reno;4
Tristen (441094);441094;Tristen;4
AKA (62884);62884;AKA;4
Nia (1175285);1175285;Nia;4
Ballgreezy (1282705);1282705;Ballgreezy;4
Ali Coyote (11571027);11571027;Ali Coyote;4
Mike Smiff (5646822);5646822;Mike Smiff;4
Steph Lecor (8231278);8231278;Steph Lecor;4
Lil Brianna (6991549);6991549;Lil Brianna;4
Nickie Minaj (14647479);14647479;Nickie Minaj;4
Torey Lanez (10675251);10675251;Torey Lanez;4
Napoleon Da Legend (4345742);4345742;Napoleon Da Legend;4
Matt Houston (85049002);85049002;Matt Houston;4
DJ Scandalous (5149003);5149003;DJ Scandalous;4
Nisha (477965);477965;Nisha;4
Molly Brazy (10910874);10910874;Molly Brazy;4
LightSkinKeisha (12717325);12717325;LightSkinKeisha;4
Lil' Scrappy (64249);64249;Lil' Scrappy;4
Bathgate (92171);92171;Bathgate;4
Sommore (400693);400693;Sommore;4
K. Michelle (194220);194220;K. Michelle;4
Aire (385443);385443;Aire;4
Papoose, Remy Ma, Trina, Lil Wayne (90484352);90484352;Papoose, Remy Ma, Trina, Lil Wayne;4
DJ Chuck T (1449782);1449782;DJ Chuck T;4
Latto (163670367);163670367;Latto;4
Lexy Panterra (159489602);159489602;Lexy Panterra;4
Duece Poppi (1687231);1687231;Duece Poppi;4
Money Mark of Tre+6 (6991547);6991547;Money Mark of Tre+6;4
TenGraphs (8763436);8763436;TenGraphs;4
Crimson Child (15343925);15343925;Crimson Child;4
Grimy (1449139);1449139;Grimy;4
Diona (5090676);5090676;Diona;4
Parle' (5025490);5025490;Parle';4
Swizz (4728743);4728743;Swizz;4
Fuquan (5090675);5090675;Fuquan;4
Eric (153965);153965;Eric;4
Shinpei Nakayama (3324111);3324111;Shinpei Nakayama;4
Hakushu Kitahara (4603212);4603212;Hakushu Kitahara;4
Masatoshi Yanagi (13347259);13347259;Masatoshi Yanagi;4
Gabe Saporta of Cobra Starship (9980678);9980678;Gabe Saporta of Cobra Starship;4
Takia Rideout (5028757);5028757;Takia Rideout;4
Erex The Traveler (5028756);5028756;Erex The Traveler;4
CJ (58925992);58925992;CJ;4
Chalant (161437632);161437632;Chalant;4
Missy "Misdemeanor" Elliott (149009);149009;Missy "Misdemeanor" Elliott;4
GLASSPVCK (50759462);50759462;GLASSPVCK;4
Tumzz (67422792);67422792;Tumzz;4
L.O.X. (81234);81234;L.O.X.;4
Teena Marie (5454);5454;Teena Marie;4
